Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
,UTC,UTC-05:00,ug/m3,ug/m3,,ug/m3,ug/m3,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,Fahrenheit,Celsius,%,,,
B27,1/9/2024 13:52,1/9/2024 8:52,1,1,,1,1,,13,15,15,15,15,0,43.3,,53,,0,0
B27,1/9/2024 14:07,1/9/2024 9:07,1,1,,1,1,,12,14,14,14,15,0,43.5,,53,,0,0
B27,1/9/2024 14:22,1/9/2024 9:22,1,1,,1,1,,13,15,15,15,15,0,43.5,,53,,0,0
B27,1/9/2024 14:37,1/9/2024 9:37,1,1,,1,1,,14,17,17,17,17,0,43.3,,53,,0,0
B27,1/9/2024 14:52,1/9/2024 9:52,1,1,,1,1,,15,17,18,18,18,0,43.3,,53,,0,0
B27,1/9/2024 15:07,1/9/2024 10:07,1,1,,1,1,,12,14,14,14,14,0,44.1,,50,,0,0
B27,1/9/2024 15:22,1/9/2024 10:22,1,1,,1,1,,14,16,16,16,16,0,47.8,,47,,0,0
B27,1/9/2024 15:37,1/9/2024 10:37,1,1,,1,1,,12,14,14,14,15,0,53.2,,40,,0,0
B27,1/9/2024 15:52,1/9/2024 10:52,1,2,,2,2,,16,18,19,19,19,0,57.4,,36,,0,0
B27,1/9/2024 16:07,1/9/2024 11:07,1,1,,1,1,,14,16,17,17,17,0,59.7,,33,,0,0
B27,1/9/2024 16:22,1/9/2024 11:22,1,2,,2,2,,15,17,17,17,18,0,61.3,,31,,0,0
B27,1/9/2024 16:37,1/9/2024 11:37,1,2,,2,2,,15,17,17,17,17,0,62.8,,30,,0,0
B27,1/9/2024 16:52,1/9/2024 11:52,1,2,,2,2,,14,17,17,17,17,0,64.4,,29,,0,0
B27,1/9/2024 17:07,1/9/2024 12:07,1,1,,1,1,,13,15,15,15,15,0,66,,28,,0,0
B27,1/9/2024 17:22,1/9/2024 12:22,1,1,,1,1,,11,13,13,14,14,0,68,,26,,0,0
B27,1/9/2024 17:37,1/9/2024 12:37,1,1,,1,1,,11,13,13,13,13,0,69.4,,25,,0,0
B27,1/9/2024 17:52,1/9/2024 12:52,1,1,,1,1,,11,12,13,13,13,0,71.1,,23,,0,0
B27,1/9/2024 18:07,1/9/2024 13:07,1,1,,1,1,,11,13,13,13,13,0,72.9,,22,,0,0
B27,1/9/2024 18:22,1/9/2024 13:22,1,1,,1,1,,12,14,14,14,14,0,74.1,,21,,0,0
B27,1/9/2024 18:37,1/9/2024 13:37,1,1,,1,1,,12,14,14,14,14,0,75.6,,20,,0,0
B27,1/9/2024 18:52,1/9/2024 13:52,1,1,,1,1,,12,14,14,14,14,0,77.5,,19,,0,0
B27,1/9/2024 19:07,1/9/2024 14:07,1,1,,1,1,,12,13,13,13,13,0,78.3,,18,,0,0
B27,1/9/2024 19:22,1/9/2024 14:22,1,1,,1,1,,11,13,13,13,13,0,80.1,,18,,0,0
B27,1/9/2024 19:37,1/9/2024 14:37,1,1,,1,1,,11,13,13,13,13,0,81.1,,17,,0,0
B27,1/9/2024 19:52,1/9/2024 14:52,1,1,,1,1,,11,13,13,13,13,0,81.3,,17,,0,0
B27,1/9/2024 20:07,1/9/2024 15:07,1,1,,1,1,,12,13,13,13,13,0,77.9,,18,,0,0
B27,1/9/2024 20:22,1/9/2024 15:22,1,1,,1,1,,12,14,14,14,14,0,70.2,,20,,0,0
B27,1/9/2024 20:37,1/9/2024 15:37,1,2,,2,2,,15,17,17,17,17,0,67.6,,21,,0,0
B27,1/9/2024 20:52,1/9/2024 15:52,2,2,,2,2,,16,18,18,18,18,0,66.9,,22,,0,0
B27,1/9/2024 21:07,1/9/2024 16:07,2,2,,2,2,,18,21,21,21,21,0,66.4,,22,,0,0
B27,1/9/2024 21:22,1/9/2024 16:22,2,2,,2,2,,20,24,24,24,24,0,66,,22,,0,0
B27,1/9/2024 21:37,1/9/2024 16:37,2,2,,2,2,,21,24,24,24,24,0,65.8,,22,,0,0
B27,1/9/2024 21:52,1/9/2024 16:52,2,3,,3,3,,25,29,29,29,29,0,65.8,,23,,0,0
B27,1/9/2024 22:07,1/9/2024 17:07,3,3,,3,3,,27,31,31,31,31,0,65.7,,22,,0,0
B27,1/9/2024 22:22,1/9/2024 17:22,3,3,,3,3,,33,38,38,38,38,0,66,,23,,0,0
B27,1/9/2024 22:37,1/9/2024 17:37,4,4,,4,4,,39,45,46,46,46,0,66.4,,22,,0,0
B27,1/9/2024 22:52,1/9/2024 17:52,4,4,,4,4,,43,49,50,50,50,0,66.6,,22,,0,0
B27,1/9/2024 23:07,1/9/2024 18:07,4,5,,5,5,,44,51,51,51,51,0,66.9,,23,,0,0
B27,1/9/2024 23:22,1/9/2024 18:22,5,5,,5,5,,47,55,55,55,55,0,66.9,,23,,0,0
B27,1/9/2024 23:37,1/9/2024 18:37,5,5,,5,5,,48,56,56,56,56,0,66.7,,23,,0,0
B27,1/9/2024 23:52,1/9/2024 18:52,5,6,,6,6,,55,63,64,64,64,0,66.2,,25,,0,0
B27,1/10/2024 0:07,1/9/2024 19:07,5,6,,6,6,,56,64,65,65,65,0,64.9,,27,,0,0
B27,1/10/2024 0:22,1/9/2024 19:22,5,5,,5,5,,55,63,63,63,64,0,63.3,,27,,0,0
B27,1/10/2024 0:37,1/9/2024 19:37,4,5,,5,5,,46,54,54,54,54,0,62.1,,28,,0,0
B27,1/10/2024 0:52,1/9/2024 19:52,4,4,,4,4,,45,53,53,53,53,0,61,,29,,0,0
B27,1/10/2024 1:07,1/9/2024 20:07,4,4,,4,4,,44,51,51,51,51,0,59.7,,31,,0,0
B27,1/10/2024 1:22,1/9/2024 20:22,4,4,,4,4,,45,52,52,52,52,0,58.8,,32,,0,0
B27,1/10/2024 1:37,1/9/2024 20:37,4,4,,4,4,,42,49,49,49,49,0,58.1,,32,,0,0
B27,1/10/2024 1:52,1/9/2024 20:52,4,4,,4,4,,39,45,45,45,45,0,57.4,,33,,0,0
B27,1/10/2024 2:07,1/9/2024 21:07,4,4,,4,4,,40,47,47,47,47,0,56.7,,34,,0,0
B27,1/10/2024 2:22,1/9/2024 21:22,4,4,,4,4,,43,49,50,50,50,0,55.9,,36,,0,0
B27,1/10/2024 2:37,1/9/2024 21:37,3,3,,3,3,,36,41,42,42,42,0,55.4,,39,,0,0
B27,1/10/2024 2:52,1/9/2024 21:52,3,4,,4,4,,38,44,44,44,44,0,55,,42,,0,0
B27,1/10/2024 3:07,1/9/2024 22:07,6,7,,7,7,,71,82,82,82,82,0,54.3,,44,,0,0
B27,1/10/2024 3:22,1/9/2024 22:22,6,7,,7,7,,69,80,80,80,80,0,53.6,,46,,0,0
B27,1/10/2024 3:37,1/9/2024 22:37,6,7,,7,7,,68,79,79,79,79,0,53.2,,47,,0,0
B27,1/10/2024 3:52,1/9/2024 22:52,7,7,,7,7,,73,85,85,85,85,0,52.7,,47,,0,0
B27,1/10/2024 4:07,1/9/2024 23:07,6,7,,7,7,,72,83,83,83,83,0,52.3,,47,,0,0
B27,1/10/2024 4:22,1/9/2024 23:22,6,7,,7,7,,69,80,81,81,81,0,51.8,,48,,0,0
B27,1/10/2024 4:37,1/9/2024 23:37,6,7,,7,7,,72,84,84,84,84,0,51.4,,50,,0,0
B27,1/10/2024 4:52,1/9/2024 23:52,7,7,,7,7,,75,87,87,87,87,0,51.1,,51,,0,0
B27,1/10/2024 5:07,1/10/2024 0:07,7,7,,7,7,,78,90,90,90,90,0,50.7,,52,,0,0
B27,1/10/2024 5:22,1/10/2024 0:22,9,9,,9,9,,99,114,115,115,115,0,50.4,,53,,0,0
B27,1/10/2024 5:37,1/10/2024 0:37,9,9,,9,9,,99,115,115,115,115,0,50,,54,,0,0
B27,1/10/2024 5:52,1/10/2024 0:52,8,8,,8,8,,89,103,103,103,103,0,49.6,,54,,0,0
B27,1/10/2024 6:07,1/10/2024 1:07,8,8,,8,8,,90,104,104,105,105,0,49.6,,55,,0,0
B27,1/10/2024 6:22,1/10/2024 1:22,8,9,,9,9,,92,106,107,107,107,0,49.5,,55,,0,0
B27,1/10/2024 6:37,1/10/2024 1:37,9,9,,9,9,,97,112,113,113,113,0,49.3,,55,,0,0
B27,1/10/2024 6:52,1/10/2024 1:52,9,9,,9,9,,99,115,115,115,115,0,49.1,,55,,0,0
B27,1/10/2024 7:07,1/10/2024 2:07,8,9,,9,9,,93,108,109,109,109,0,48.9,,56,,0,0
B27,1/10/2024 7:22,1/10/2024 2:22,8,9,,9,9,,96,111,111,111,111,0,48.9,,56,,0,0
B27,1/10/2024 7:37,1/10/2024 2:37,8,9,,9,9,,95,110,110,110,110,0,48.7,,56,,0,0
B27,1/10/2024 7:52,1/10/2024 2:52,8,9,,9,9,,96,111,112,112,112,0,48.4,,56,,0,0
B27,1/10/2024 8:07,1/10/2024 3:07,9,9,,9,9,,97,113,113,113,113,0,48.2,,57,,0,0
B27,1/10/2024 8:22,1/10/2024 3:22,8,9,,9,9,,92,107,107,107,107,0,47.8,,57,,0,0
B27,1/10/2024 8:37,1/10/2024 3:37,8,8,,8,8,,91,105,106,106,106,0,47.5,,58,,0,0
B27,1/10/2024 8:52,1/10/2024 3:52,8,8,,8,8,,90,105,105,105,105,0,47.3,,58,,0,0
B27,1/10/2024 9:07,1/10/2024 4:07,8,9,,9,9,,93,108,109,109,109,0,46.9,,58,,0,0
B27,1/10/2024 9:22,1/10/2024 4:22,8,9,,9,9,,96,111,111,111,111,0,46.8,,59,,0,0
B27,1/10/2024 9:37,1/10/2024 4:37,8,8,,8,8,,89,103,103,103,103,0,46.6,,59,,0,0
B27,1/10/2024 9:52,1/10/2024 4:52,7,7,,7,7,,81,94,95,95,95,0,46.4,,59,,0,0
B27,1/10/2024 10:07,1/10/2024 5:07,7,7,,7,7,,78,90,91,91,91,0,46.4,,59,,0,0
B27,1/10/2024 10:22,1/10/2024 5:22,7,7,,7,7,,75,87,87,87,87,0,46.6,,59,,0,0
B27,1/10/2024 10:37,1/10/2024 5:37,6,7,,7,7,,72,84,84,84,84,0,46.8,,59,,0,0
B27,1/10/2024 10:52,1/10/2024 5:52,7,7,,7,7,,76,88,88,88,88,0,46.4,,59,,0,0
B27,1/10/2024 11:07,1/10/2024 6:07,6,6,,6,6,,69,80,80,80,80,0,46.2,,59,,0,0
B27,1/10/2024 11:22,1/10/2024 6:22,6,6,,6,6,,64,74,75,75,75,0,46.4,,58,,0,0
B27,1/10/2024 11:37,1/10/2024 6:37,5,5,,5,5,,57,66,66,66,66,0,47.1,,56,,0,0
B27,1/10/2024 11:52,1/10/2024 6:52,5,5,,5,5,,57,66,66,66,67,0,46.9,,56,,0,0
B27,1/10/2024 12:07,1/10/2024 7:07,5,5,,5,5,,55,63,63,63,63,0,46.6,,55,,0,0
B27,1/10/2024 12:22,1/10/2024 7:22,4,4,,4,4,,49,57,57,57,57,0,46.6,,55,,0,0
B27,1/10/2024 12:37,1/10/2024 7:37,4,4,,4,4,,48,56,56,56,56,0,46.2,,56,,0,0
B27,1/10/2024 12:52,1/10/2024 7:52,4,4,,4,4,,47,55,55,55,55,0,46.4,,56,,0,0
B27,1/10/2024 13:07,1/10/2024 8:07,4,4,,4,4,,48,55,55,55,55,0,46,,57,,0,0
B27,1/10/2024 13:22,1/10/2024 8:22,4,5,,5,5,,50,58,58,58,58,0,45.5,,57,,0,0
B27,1/10/2024 13:37,1/10/2024 8:37,4,5,,5,5,,49,57,57,57,57,0,45.3,,58,,0,0
B27,1/10/2024 13:52,1/10/2024 8:52,4,4,,4,4,,49,56,56,56,56,0,45,,59,,0,0
B27,1/10/2024 14:07,1/10/2024 9:07,4,4,,4,4,,47,54,54,54,54,0,45,,58,,0,0
B27,1/10/2024 14:22,1/10/2024 9:22,4,4,,4,4,,47,55,55,55,55,0,44.6,,59,,0,0
B27,1/10/2024 14:37,1/10/2024 9:37,5,5,,5,5,,53,61,61,61,62,0,44.2,,60,,0,0
B27,1/10/2024 14:52,1/10/2024 9:52,4,5,,5,5,,51,59,59,59,59,0,44.2,,60,,0,0
B27,1/10/2024 15:07,1/10/2024 10:07,4,4,,4,4,,49,57,57,57,57,0,44.2,,60,,0,0
B27,1/10/2024 15:22,1/10/2024 10:22,5,5,,5,5,,56,65,65,65,66,0,45.5,,60,,0,0
B27,1/10/2024 15:37,1/10/2024 10:37,5,6,,6,6,,59,68,69,69,69,0,49.3,,55,,0,0
B27,1/10/2024 15:52,1/10/2024 10:52,5,5,,5,5,,55,63,64,64,64,0,50.5,,53,,0,0
B27,1/10/2024 16:07,1/10/2024 11:07,5,5,,5,5,,51,59,59,59,59,0,55.6,,47,,0,0
B27,1/10/2024 16:22,1/10/2024 11:22,5,5,,5,5,,54,63,63,63,63,0,58.8,,42,,0,0
B27,1/10/2024 16:37,1/10/2024 11:37,5,5,,5,5,,55,64,64,64,64,0,61.2,,40,,0,0
B27,1/10/2024 16:52,1/10/2024 11:52,6,6,,6,6,,59,68,69,69,69,0,63,,38,,0,0
B27,1/10/2024 17:07,1/10/2024 12:07,6,7,,7,7,,67,78,78,78,78,0,64.8,,37,,0,0
B27,1/10/2024 17:22,1/10/2024 12:22,7,8,,8,8,,75,86,87,87,87,0,65.5,,37,,0,0
B27,1/10/2024 17:37,1/10/2024 12:37,8,8,,8,8,,81,94,95,95,95,0,66.6,,37,,0,0
B27,1/10/2024 17:52,1/10/2024 12:52,8,8,,8,8,,80,93,93,93,93,0,68,,36,,0,0
B27,1/10/2024 18:07,1/10/2024 13:07,8,9,,9,9,,85,99,99,99,99,0,69.3,,35,,0,0
B27,1/10/2024 18:22,1/10/2024 13:22,8,9,,9,9,,86,100,100,100,100,0,70.3,,35,,0,0
B27,1/10/2024 18:37,1/10/2024 13:37,9,9,,9,9,,89,103,104,104,104,0,71.2,,35,,0,0
B27,1/10/2024 18:52,1/10/2024 13:52,8,8,,8,8,,81,94,94,94,94,0,72.3,,34,,0,0
B27,1/10/2024 19:07,1/10/2024 14:07,6,7,,7,7,,64,74,75,75,75,0,73.2,,35,,0,0
B27,1/10/2024 19:22,1/10/2024 14:22,6,6,,6,6,,61,71,71,71,71,0,74.8,,34,,0,0
B27,1/10/2024 19:37,1/10/2024 14:37,6,6,,6,6,,59,68,68,68,68,0,75,,34,,0,0
B27,1/10/2024 19:52,1/10/2024 14:52,6,6,,6,6,,60,69,69,69,69,0,75.6,,34,,0,0
B27,1/10/2024 20:07,1/10/2024 15:07,6,7,,7,7,,62,72,72,72,72,0,72.5,,36,,0,0
B27,1/10/2024 20:22,1/10/2024 15:22,7,7,,7,7,,69,80,80,80,80,0,66.2,,42,,0,0
B27,1/10/2024 20:37,1/10/2024 15:37,7,7,,7,7,,74,86,86,86,86,0,64.4,,44,,0,0
B27,1/10/2024 20:52,1/10/2024 15:52,7,7,,7,7,,71,83,83,83,83,0,64.4,,44,,0,0
B27,1/10/2024 21:07,1/10/2024 16:07,6,7,,7,7,,67,78,78,78,78,0,64.4,,44,,0,0
B27,1/10/2024 21:22,1/10/2024 16:22,6,6,,6,6,,61,71,71,71,71,0,64.8,,44,,0,0
B27,1/10/2024 21:37,1/10/2024 16:37,6,6,,6,6,,60,69,69,69,69,0,65.1,,43,,0,0
B27,1/10/2024 21:52,1/10/2024 16:52,5,5,,5,5,,50,59,59,59,59,0,65.3,,42,,0,0
B27,1/10/2024 22:07,1/10/2024 17:07,5,5,,5,5,,52,60,61,61,61,0,65.3,,44,,0,0
B27,1/10/2024 22:22,1/10/2024 17:22,5,5,,5,5,,53,61,61,61,62,0,65.3,,45,,0,0
B27,1/10/2024 22:37,1/10/2024 17:37,5,5,,5,5,,48,56,56,56,56,0,64.9,,45,,0,0
B27,1/10/2024 22:52,1/10/2024 17:52,4,4,,4,4,,44,51,51,51,51,0,64.4,,46,,0,0
B27,1/10/2024 23:07,1/10/2024 18:07,4,4,,4,4,,39,46,46,46,46,0,63.9,,47,,0,0
B27,1/10/2024 23:22,1/10/2024 18:22,3,3,,3,3,,32,38,38,38,38,0,63.1,,47,,0,0
B27,1/10/2024 23:37,1/10/2024 18:37,3,3,,3,3,,32,37,37,37,37,0,62.6,,47,,0,0
B27,1/10/2024 23:52,1/10/2024 18:52,3,3,,3,3,,30,35,35,35,35,0,62.1,,49,,0,0
B27,1/11/2024 0:07,1/10/2024 19:07,3,3,,3,3,,33,38,38,38,38,0,61.5,,50,,0,0
B27,1/11/2024 0:22,1/10/2024 19:22,3,3,,3,3,,33,39,39,39,39,0,61,,52,,0,0
B27,1/11/2024 0:37,1/10/2024 19:37,3,3,,3,3,,33,38,39,39,39,0,60.3,,54,,0,0
B27,1/11/2024 0:52,1/10/2024 19:52,2,2,,2,2,,20,24,24,24,24,0,59.5,,54,,0,0
B27,1/11/2024 1:07,1/10/2024 20:07,2,2,,2,2,,20,23,24,24,24,0,58.6,,56,,0,0
B27,1/11/2024 1:22,1/10/2024 20:22,2,2,,2,2,,22,25,26,26,26,0,58.1,,57,,0,0
B27,1/11/2024 1:37,1/10/2024 20:37,2,2,,2,2,,21,24,24,24,24,0,57.7,,58,,0,0
B27,1/11/2024 1:52,1/10/2024 20:52,2,2,,2,2,,19,22,22,22,23,0,57.7,,59,,0,0
B27,1/11/2024 2:07,1/10/2024 21:07,2,2,,2,2,,21,25,25,25,25,0,57.7,,59,,0,0
B27,1/11/2024 2:22,1/10/2024 21:22,2,2,,2,2,,25,29,29,29,29,0,57.2,,60,,0,0
B27,1/11/2024 2:37,1/10/2024 21:37,3,4,,4,4,,37,43,43,43,43,0,57,,61,,0,0
B27,1/11/2024 2:52,1/10/2024 21:52,4,4,,5,5,,45,52,53,53,53,0,57,,62,,0,0
B27,1/11/2024 3:07,1/10/2024 22:07,4,4,,4,4,,42,49,49,49,49,0,56.7,,62,,0,0
B27,1/11/2024 3:22,1/10/2024 22:22,3,4,,4,4,,36,42,42,42,42,0,56.3,,63,,0,0
B27,1/11/2024 3:37,1/10/2024 22:37,4,4,,4,4,,43,50,50,50,50,0,55.9,,63,,0,0
B27,1/11/2024 3:52,1/10/2024 22:52,4,4,,4,4,,44,52,52,52,52,0,55.8,,63,,0,0
B27,1/11/2024 4:07,1/10/2024 23:07,5,5,,5,5,,50,58,58,58,58,0,55.2,,64,,0,0
B27,1/11/2024 4:22,1/10/2024 23:22,6,6,,6,6,,62,71,72,72,72,0,54.9,,65,,0,0
B27,1/11/2024 4:37,1/10/2024 23:37,5,5,,6,6,,57,66,66,66,66,0,54.7,,64,,0,0
B27,1/11/2024 4:52,1/10/2024 23:52,5,6,,6,6,,58,68,68,68,68,0,54.3,,65,,0,0
B27,1/11/2024 5:07,1/11/2024 0:07,10,10,,10,10,,105,122,122,122,122,0,54,,65,,0,0
B27,1/11/2024 5:22,1/11/2024 0:22,9,10,,10,10,,101,117,117,117,117,0,53.8,,65,,0,0
B27,1/11/2024 5:37,1/11/2024 0:37,6,7,,7,7,,70,81,81,81,81,0,53.4,,65,,0,0
B27,1/11/2024 5:52,1/11/2024 0:52,6,6,,6,6,,63,73,73,73,73,0,53.1,,65,,0,0
B27,1/11/2024 6:07,1/11/2024 1:07,6,6,,6,6,,63,73,73,73,73,0,52.5,,66,,0,0
B27,1/11/2024 6:22,1/11/2024 1:22,7,7,,8,8,,79,92,92,92,92,0,52,,67,,0,0
B27,1/11/2024 6:37,1/11/2024 1:37,6,7,,7,7,,72,83,83,83,83,0,51.4,,68,,0,0
B27,1/11/2024 6:52,1/11/2024 1:52,6,6,,6,6,,68,79,79,79,79,0,51.1,,68,,0,0
B27,1/11/2024 7:07,1/11/2024 2:07,6,6,,6,6,,62,72,72,72,72,0,51.1,,69,,0,0
B27,1/11/2024 7:22,1/11/2024 2:22,5,6,,6,6,,60,70,70,70,70,0,51.3,,69,,0,0
B27,1/11/2024 7:37,1/11/2024 2:37,5,5,,5,5,,54,63,63,63,63,0,51.1,,69,,0,0
B27,1/11/2024 7:52,1/11/2024 2:52,5,5,,5,5,,52,60,60,60,61,0,51.3,,70,,0,0
B27,1/11/2024 8:07,1/11/2024 3:07,5,5,,5,5,,53,62,62,62,62,0,51.3,,69,,0,0
B27,1/11/2024 8:22,1/11/2024 3:22,4,5,,5,5,,50,58,58,58,58,0,51.1,,70,,0,0
B27,1/11/2024 8:37,1/11/2024 3:37,4,4,,4,4,,41,48,48,48,48,0,51.4,,70,,0,0
B27,1/11/2024 8:52,1/11/2024 3:52,3,3,,3,3,,34,40,40,40,40,0,52,,69,,0,0
B27,1/11/2024 9:07,1/11/2024 4:07,3,3,,3,3,,34,40,40,40,40,0,52.2,,69,,0,0
B27,1/11/2024 9:22,1/11/2024 4:22,3,3,,4,4,,36,42,42,42,42,0,51.8,,68,,0,0
B27,1/11/2024 9:37,1/11/2024 4:37,3,3,,3,4,,35,41,41,41,41,0,51.4,,70,,0,0
B27,1/11/2024 9:52,1/11/2024 4:52,2,2,,2,2,,22,26,27,27,27,0,52,,70,,0,0
B27,1/11/2024 10:07,1/11/2024 5:07,2,2,,2,2,,18,22,22,23,23,0,53.1,,69,,0,0
B27,1/11/2024 10:22,1/11/2024 5:22,2,2,,2,3,,18,22,22,22,22,0,54.1,,67,,0,0
B27,1/11/2024 10:37,1/11/2024 5:37,2,2,,2,2,,18,22,22,23,23,0,54.9,,66,,0,0
B27,1/11/2024 10:52,1/11/2024 5:52,2,2,,3,3,,22,26,26,26,26,0,55,,65,,0,0
B27,1/11/2024 11:07,1/11/2024 6:07,2,2,,2,2,,22,26,26,26,26,0,55,,65,,0,0
B27,1/11/2024 11:22,1/11/2024 6:22,2,2,,2,2,,17,21,21,21,21,0,55,,66,,0,0
B27,1/11/2024 11:37,1/11/2024 6:37,1,2,,2,2,,14,17,17,17,17,0,55,,66,,0,0
B27,1/11/2024 11:52,1/11/2024 6:52,1,2,,2,2,,14,17,17,17,18,0,55,,66,,0,0
B27,1/11/2024 12:07,1/11/2024 7:07,1,2,,2,2,,15,18,18,18,18,0,54.9,,66,,0,0
B27,1/11/2024 12:22,1/11/2024 7:22,1,1,,2,2,,11,13,14,14,14,0,54.9,,67,,0,0
B27,1/11/2024 12:37,1/11/2024 7:37,1,1,,2,2,,9,11,12,12,12,0,55.4,,67,,0,0
B27,1/11/2024 12:52,1/11/2024 7:52,1,1,,2,2,,8,10,11,11,11,0,55.8,,66,,0,0
B27,1/11/2024 13:07,1/11/2024 8:07,1,1,,1,1,,7,9,9,9,9,0,55.9,,63,,0,0
B27,1/11/2024 13:22,1/11/2024 8:22,1,1,,1,1,,6,8,8,8,8,0,55.8,,60,,0,0
B27,1/11/2024 13:37,1/11/2024 8:37,0,0,,0,1,,3,4,4,4,4,0,55.4,,54,,0,0
B27,1/11/2024 13:52,1/11/2024 8:52,0,0,,0,0,,2,3,3,3,3,0,55.6,,47,,0,0
B27,1/11/2024 14:07,1/11/2024 9:07,0,0,,0,0,,3,3,3,3,3,0,55.2,,44,,0,0
B27,1/11/2024 14:22,1/11/2024 9:22,0,0,,0,0,,2,3,3,3,3,0,54.5,,43,,0,0
B27,1/11/2024 14:37,1/11/2024 9:37,0,0,,0,0,,3,4,4,4,4,0,54.5,,42,,0,0
B27,1/11/2024 14:52,1/11/2024 9:52,0,0,,0,0,,3,3,3,3,3,0,54.3,,42,,0,0
B27,1/11/2024 15:07,1/11/2024 10:07,0,0,,0,0,,2,3,3,3,3,0,54.1,,39,,0,0
B27,1/11/2024 15:22,1/11/2024 10:22,0,0,,0,0,,2,3,3,3,3,0,56.7,,36,,0,0
B27,1/11/2024 15:37,1/11/2024 10:37,0,0,,0,0,,3,3,3,3,3,0,61,,32,,0,0
B27,1/11/2024 15:52,1/11/2024 10:52,0,0,,0,0,,2,3,3,3,3,0,63.3,,30,,0,0
B27,1/11/2024 16:07,1/11/2024 11:07,0,0,,0,0,,2,3,3,3,3,0,65.8,,28,,0,0
B27,1/11/2024 16:22,1/11/2024 11:22,0,0,,0,0,,2,3,3,3,3,0,68,,26,,0,0
B27,1/11/2024 16:37,1/11/2024 11:37,0,0,,0,0,,2,3,3,3,3,0,68.4,,24,,0,0
B27,1/11/2024 16:52,1/11/2024 11:52,0,0,,0,0,,2,2,2,2,3,0,68.5,,24,,0,0
B27,1/11/2024 17:07,1/11/2024 12:07,0,0,,0,0,,2,2,2,2,2,0,69.8,,24,,0,0
B27,1/11/2024 17:22,1/11/2024 12:22,0,0,,0,0,,2,3,3,3,3,0,72.1,,22,,0,0
B27,1/11/2024 17:37,1/11/2024 12:37,0,0,,0,0,,3,3,3,3,3,0,74.5,,19,,0,0
B27,1/11/2024 17:52,1/11/2024 12:52,0,0,,0,0,,3,3,3,3,3,0,75.2,,18,,0,0
B27,1/11/2024 18:07,1/11/2024 13:07,0,0,,0,0,,2,3,3,3,3,0,74.8,,19,,0,0
B27,1/11/2024 18:22,1/11/2024 13:22,0,0,,0,0,,3,4,4,4,4,0,75,,20,,0,0
B27,1/11/2024 18:37,1/11/2024 13:37,0,0,,0,0,,4,4,4,4,5,0,73.9,,20,,0,0
B27,1/11/2024 18:52,1/11/2024 13:52,0,0,,0,0,,4,4,4,4,4,0,75.6,,20,,0,0
B27,1/11/2024 19:07,1/11/2024 14:07,0,1,,1,1,,4,5,5,5,5,0,76.8,,20,,0,0
B27,1/11/2024 19:22,1/11/2024 14:22,0,0,,1,1,,4,5,5,5,5,0,77.5,,20,,0,0
B27,1/11/2024 19:37,1/11/2024 14:37,0,1,,1,1,,4,5,5,5,5,0,78.3,,20,,0,0
B27,1/11/2024 19:52,1/11/2024 14:52,0,1,,1,1,,4,5,5,5,5,0,77.7,,20,,0,0
B27,1/11/2024 20:07,1/11/2024 15:07,0,1,,1,1,,4,5,5,5,5,0,75.9,,22,,0,0
B27,1/11/2024 20:22,1/11/2024 15:22,0,1,,1,1,,4,5,5,5,5,0,69.6,,24,,0,0
B27,1/11/2024 20:37,1/11/2024 15:37,0,0,,1,1,,4,5,5,5,5,0,66.9,,25,,0,0
B27,1/11/2024 20:52,1/11/2024 15:52,0,0,,0,1,,4,5,5,5,5,0,66,,25,,0,0
B27,1/11/2024 21:07,1/11/2024 16:07,1,1,,1,1,,5,6,6,6,6,0,66.2,,25,,0,0
B27,1/11/2024 21:35,1/11/2024 16:35,0,0,,1,1,,4,4,5,5,5,0,66,,24,,8,0
B27,1/11/2024 21:50,1/11/2024 16:50,1,1,,1,1,,8,10,10,10,10,0,65.7,,24,,0,0
B27,1/11/2024 22:05,1/11/2024 17:05,1,1,,1,1,,5,6,6,6,6,0,65.3,,24,,0,0
B27,1/11/2024 22:20,1/11/2024 17:20,0,0,,0,0,,4,5,5,5,5,0,65.1,,24,,0,0
B27,1/11/2024 22:35,1/11/2024 17:35,0,1,,1,1,,5,6,6,6,6,0,65.1,,23,,0,0
B27,1/11/2024 22:50,1/11/2024 17:50,1,1,,1,1,,5,6,7,7,7,0,64.9,,24,,0,0
B27,1/11/2024 23:05,1/11/2024 18:05,1,1,,1,1,,6,7,7,7,7,0,64.6,,24,,0,0
B27,1/11/2024 23:20,1/11/2024 18:20,1,1,,1,1,,6,7,7,8,8,0,64.2,,23,,0,0
B27,1/11/2024 23:35,1/11/2024 18:35,1,1,,1,1,,6,7,7,7,7,0,64,,24,,0,0
B27,1/11/2024 23:50,1/11/2024 18:50,1,1,,1,1,,6,7,7,7,7,0,63.9,,24,,0,0
